 TONINHO VESPOLI,COMBUSTIVEL,AUTO POSTO GUAIRACA LTDA,43.234.889/0001-84,"388,04",12/2019
 TONINHO VESPOLI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,KAUE KRICHNEGG PEREIRA,27.910.284/0001-00,"3.100,00",12/2019
 TONINHO VESPOLI,CONTRATAÇAO DE PESSOA JURIDICA,RODRIGO FRANCISCO DA SILVA SERVIÇOSDE VÍDEO - ME,11.571.989/0001-00,"1.000,00",12/2019
 TONINHO VESPOLI,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,MARCEL SCOGNAMIGLIODE CAMPOS LOURENÇO,29.674.726/0001-91,"3.369,50",12/2019
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,49.557.960/0001-46,"1.050,21",12/2019
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,SISTEMAS CONVEX LOCAÇÕES DE PRODUTOS DE INFORMATICA LTDA.EVENTO LTDA.,73.147.084/0001-64,"260,00",12/2019
 TONINHO VESPOLI,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"178,06",12/2019
 TONINHO VESPOLI,TELEFONE MOVEL,TIM S.A,02.421.421/0006-26,"161,53",12/2019
 TONINHO VESPOLI,COMBUSTIVEL,AUTO POSTO GUAIRACA LTDA,43.234.889/0001-84,"412,02",01/2020
 TONINHO VESPOLI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,FERNANDA PAULO MARQUES,26.683.914/0001-98,"4.500,00",01/2020
 TONINHO VESPOLI,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,MARCEL SCOGNAMIGLIODE CAMPOS LOURENÇO,29.674.726/0001-91,"3.000,00",01/2020
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,49.557.960/0001-46,"671,54",01/2020
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,SISTEMAS CONVEX LOCAÇÕES DE PRODUTOS DE INFORMATICA LTDA.EVENTO LTDA.,73.147.084/0001-64,"260,00",01/2020
 TONINHO VESPOLI,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0018-06,"507,10",01/2020
 TONINHO VESPOLI,TELEFONE MOVEL,TIM S.A,02.421.421/0006-26,"164,25",01/2020
 TONINHO VESPOLI,COMBUSTIVEL,AUTO POSTO GUAIRACA LTDA,43.234.889/0001-84,"776,09",02/2020
 TONINHO VESPOLI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,FERNANDA PAULO MARQUES,26.683.914/0001-98,"4.500,00",02/2020
 TONINHO VESPOLI,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,MARCEL SCOGNAMIGLIODE CAMPOS LOURENÇO,29.674.726/0001-91,"3.000,00",02/2020
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,49.557.960/0001-46,"492,19",02/2020
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,SISTEMAS CONVEX LOCAÇÕES DE PRODUTOS DE INFORMATICA LTDA.EVENTO LTDA.,73.147.084/0001-64,"557,00",02/2020
 TONINHO VESPOLI,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"2.239,30",02/2020
 TONINHO VESPOLI,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,43.283.811/0139-95,"269,10",02/2020
 TONINHO VESPOLI,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"136,56",02/2020
 TONINHO VESPOLI,TELEFONE MOVEL,TIM S.A,02.421.421/0006-26,"158,44",02/2020
 TONINHO VESPOLI,COMBUSTIVEL,AUTO POSTO GUAIRACA LTDA,43.234.889/0001-84,"516,83",03/2020
 TONINHO VESPOLI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27,"3.300,00",03/2020
 TONINHO VESPOLI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,FERNANDA PAULO MARQUES,26.683.914/0001-98,"4.500,00",03/2020
 TONINHO VESPOLI,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,MARCEL SCOGNAMIGLIODE CAMPOS LOURENÇO,29.674.726/0001-91,"3.000,00",03/2020
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,49.557.960/0001-46,"587,13",03/2020
 TONINHO VESPOLI,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,SISTEMAS CONVEX LOCAÇÕES DE PRODUTOS DE INFORMATICA LTDA.EVENTO LTDA.,73.147.084/0001-64,"590,00",03/2020
 TONINHO VESPOLI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,FERNANDA PAULO MARQUES,26.683.914/0001-98,"4.500,00",04/2020
 TONINHO VESPOLI,CONTRATAÇAO DE PESSOA JURIDICA,SAMUEL MATEUS MARCELINO,34.062.944/0001-05,"3.750,00",04/2020
 TONINHO VESPOLI,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,MARCEL SCOGNAMIGLIODE CAMPOS LOURENÇO,29.674.726/0001-91,"3.000,00",04/2020
